t = 0 ,  0 ,  1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ,  11 ,  12 ,  13 ,  14 ,  15 ,  16 ,  17 ,  18 ,  19 ,  20 ,  21 ,  22 ,  23 ,  24 ,  25 ,  26 ,  27 ,  28 ,  29 ,  30 ,  31 ,  32 ,  33 ,  34 ,  35 ,  36 ,  37 ,  38 ,  39 ,  40 , 
47 ,  499.9951670255939 ,  499.9951670255939 ,  499.9951787973388 ,  499.99520213910876 ,  499.9952366446289 ,  499.9952816976755 ,  499.9953364647665 ,  499.99539988710103 ,  499.9954706736628 ,  499.99554729836836 ,  499.99562800519675 ,  499.99571082605803 ,  499.99579361611814 ,  499.9958741096168 ,  499.99594999529904 ,  499.9960190048355 ,  499.9960790022801 ,  499.9961280612181 ,  499.9961645211821 ,  499.99618703230954 ,  499.9961946541232 ,  499.99618703230976 ,  499.9961645211822 ,  499.9961280612182 ,  499.9960790022799 ,  499.9960190048355 ,  499.99594999529904 ,  499.9958741096167 ,  499.99579361611814 ,  499.9957108260579 ,  499.9956280051964 ,  499.99554729836814 ,  499.99547067366257 ,  499.9953998871008 ,  499.9953364647664 ,  499.9952816976754 ,  499.9952366446289 ,  499.99520213910864 ,  499.99517879733867 ,  499.9951670255937 ,  499.9951670255937 , 
48 ,  499.9949372978232 ,  499.9949372978232 ,  499.9949477444038 ,  499.99496844456326 ,  499.9949990108795 ,  499.9950388589749 ,  499.99508720452627 ,  499.99514306091123 ,  499.9952052391245 ,  499.9952723521792 ,  499.995342826738 ,  499.99541492492335 ,  499.9954867788358 ,  499.9955564389003 ,  499.99562193469 ,  499.99568134384003 ,  499.99573286236694 ,  499.9957748698954 ,  499.9958059873684 ,  499.99582513380585 ,  499.9958315998681 ,  499.99582513380597 ,  499.9958059873685 ,  499.9957748698955 ,  499.99573286236705 ,  499.99568134384015 ,  499.99562193469 ,  499.99555643890017 ,  499.9954867788358 ,  499.99541492492335 ,  499.99534282673767 ,  499.995272352179 ,  499.9952052391242 ,  499.99514306091123 ,  499.99508720452616 ,  499.9950388589748 ,  499.9949990108794 ,  499.99496844456314 ,  499.9949477444036 ,  499.99493729782307 ,  499.99493729782307 , 
49 ,  499.994718720141 ,  499.994718720141 ,  499.9947279899952 ,  499.99474634766307 ,  499.99477342876173 ,  499.9948086862437 ,  499.99485139064336 ,  499.9949006318102 ,  499.9949553234188 ,  499.9950142118669 ,  499.9950758914009 ,  499.9951388272507 ,  499.99520138807316 ,  499.99526188797176 ,  499.9953186368391 ,  499.9953699961568 ,  499.99541443637156 ,  499.9954505923497 ,  499.99547731557004 ,  499.9954937249812 ,  499.99549925945803 ,  499.9954937249813 ,  499.99547731557027 ,  499.9954505923499 ,  499.9954144363717 ,  499.9953699961569 ,  499.9953186368389 ,  499.99526188797154 ,  499.99520138807304 ,  499.99513882725046 ,  499.9950758914008 ,  499.9950142118669 ,  499.9949553234187 ,  499.9949006318101 ,  499.994851390643 ,  499.9948086862436 ,  499.9947734287616 ,  499.99474634766307 ,  499.994727989995 ,  499.9947187201408 ,  499.9947187201408 , 
50 ,  499.99451340169026 ,  499.99451340169026 ,  499.9945216373152 ,  499.99453793856367 ,  499.99456196596816 ,  499.99459321190034 ,  499.9946310031279 ,  499.9946745053477 ,  499.9947227306484 ,  499.9947745490347 ,  499.9948287051991 ,  499.9948838415818 ,  499.9949385283369 ,  499.99499130009417 ,  499.9950406984758 ,  499.9950853184241 ,  499.9951238558856 ,  499.9951551545994 ,  499.9951782506216 ,  499.99519241413134 ,  499.99519718743363 ,  499.99519241413145 ,  499.9951782506216 ,  499.9951551545996 ,  499.9951238558856 ,  499.9950853184241 ,  499.99504069847603 ,  499.99499130009417 ,  499.9949385283369 ,  499.9948838415818 ,  499.99482870519887 ,  499.9947745490347 ,  499.9947227306483 ,  499.9946745053476 ,  499.99463100312767 ,  499.9945932119001 ,  499.99456196596816 ,  499.99453793856355 ,  499.99452163731496 ,  499.99451340169 ,  499.99451340169 , 
51 ,  499.9943232525561 ,  499.9943232525561 ,  499.99433058882073 ,  499.99434510357924 ,  499.9943664824211 ,  499.9943942567452 ,  499.99442780789286 ,  499.9944663735033 ,  499.9945090567701 ,  499.9945548393533 ,  499.99460259868624 ,  499.9946511302453 ,  499.99469917501835 ,  499.99474545189605 ,  499.99478869412485 ,  499.9948276884154 ,  499.99486131498907 ,  499.994888586868 ,  499.99490868698877 ,  499.99492100187285 ,  499.99492515003476 ,  499.99492100187285 ,  499.99490868698877 ,  499.994888586868 ,  499.99486131498907 ,  499.9948276884153 ,  499.99478869412474 ,  499.99474545189605 ,  499.99469917501835 ,  499.9946511302453 ,  499.994602598686 ,  499.9945548393532 ,  499.99450905676986 ,  499.9944663735032 ,  499.99442780789263 ,  499.99439425674507 ,  499.9943664824209 ,  499.994345103579 ,  499.9943305888206 ,  499.9943232525559 ,  499.9943232525559 , 
52 ,  499.9941499832439 ,  499.9941499832439 ,  499.994156546624 ,  499.9941695273849 ,  499.99418863506685 ,  499.9942134379611 ,  499.9942433682654 ,  499.99427772955846 ,  499.9943157070512 ,  499.9943563810973 ,  499.99439874438826 ,  499.99444172310837 ,  499.9944842020575 ,  499.99452505339946 ,  499.9945631682999 ,  499.99459749036805 ,  499.9946270495868 ,  499.99465099535666 ,  499.9946686273104 ,  499.9946794225217 ,  499.9946830574489 ,  499.9946794225217 ,  499.9946686273104 ,  499.99465099535666 ,  499.99462704958705 ,  499.99459749036805 ,  499.9945631682999 ,  499.99452505339923 ,  499.9944842020575 ,  499.99444172310837 ,  499.99439874438815 ,  499.9943563810971 ,  499.9943157070511 ,  499.99427772955823 ,  499.9942433682653 ,  499.994213437961 ,  499.9941886350666 ,  499.99416952738466 ,  499.9941565466237 ,  499.9941499832437 ,  499.9941499832437 , 
53 ,  499.99399510577746 ,  499.99399510577746 ,  499.9940010142734 ,  499.9940126961234 ,  499.9940298828434 ,  499.99405217630465 ,  499.9940790545095 ,  499.9941098796944 ,  499.9941439090537 ,  499.9941803083617 ,  499.99421816871165 ,  499.9942565264531 ,  499.9942943862061 ,  499.9943307465808 ,  499.9943646279522 ,  499.9943951014029 ,  499.9944213177713 ,  499.99444253565 ,  499.99445814714807 ,  499.9944677001779 ,  499.9944709159347 ,  499.9944677001779 ,  499.99445814714795 ,  499.99444253565014 ,  499.9944213177713 ,  499.9943951014028 ,  499.9943646279522 ,  499.9943307465808 ,  499.9942943862061 ,  499.994256526453 ,  499.99421816871154 ,  499.9941803083616 ,  499.9941439090536 ,  499.9941098796943 ,  499.99407905450937 ,  499.99405217630465 ,  499.99402988284305 ,  499.99401269612304 ,  499.9940010142732 ,  499.99399510577723 ,  499.99399510577723 , 
54 ,  499.99385993572264 ,  499.99385993572264 ,  499.9938652992722 ,  499.9938759008618 ,  499.9938914914326 ,  499.99391170235924 ,  499.99393605156956 ,  499.99396395195686 ,  499.99399472224457 ,  499.9940276004477 ,  499.99406176000116 ,  499.9940963285153 ,  499.9941304089589 ,  499.9941631028843 ,  499.994193535111 ,  499.99422087911125 ,  499.9942443822017 ,  499.9942633895686 ,  499.99427736610255 ,  499.9942859150035 ,  499.9942887921129 ,  499.9942859150035 ,  499.99427736610255 ,  499.9942633895686 ,  499.9942443822017 ,  499.99422087911125 ,  499.9941935351111 ,  499.9941631028844 ,  499.9941304089589 ,  499.9940963285153 ,  499.99406176000116 ,  499.99402760044757 ,  499.99399472224445 ,  499.99396395195674 ,  499.99393605156934 ,  499.993911702359 ,  499.99389149143235 ,  499.99387590086167 ,  499.9938652992721 ,  499.9938599357225 ,  499.9938599357225 , 
55 ,  499.9937455946399 ,  499.9937455946399 ,  499.9937505158723 ,  499.9937602410357 ,  499.9937745375761 ,  499.993793061823 ,  499.9938153652763 ,  499.9938409031239 ,  499.993869045064 ,  499.9938990884741 ,  499.9939302739016 ,  499.99396180275596 ,  499.9939928569563 ,  499.99402262014564 ,  499.99405029993693 ,  499.9940751505244 ,  499.9940964948905 ,  499.99411374577244 ,  499.9941264245208 ,  499.9941341769836 ,  499.99413678559927 ,  499.9941341769836 ,  499.9941264245206 ,  499.99411374577244 ,  499.9940964948905 ,  499.9940751505245 ,  499.99405029993704 ,  499.99402262014564 ,  499.9939928569563 ,  499.99396180275585 ,  499.99393027390147 ,  499.9938990884741 ,  499.993869045064 ,  499.9938409031238 ,  499.9938153652762 ,  499.99379306182277 ,  499.993774537576 ,  499.9937602410356 ,  499.9937505158722 ,  499.99374559463956 ,  499.99374559463956 , 
56 ,  499.9936530126063 ,  499.9936530126063 ,  499.9936575878305 ,  499.9936666276358 ,  499.9936799128292 ,  499.9936971198749 ,  499.9937178272405 ,  499.9937415239099 ,  499.993767620076 ,  499.99379545998545 ,  499.99382433684536 ,  499.9938535096238 ,  499.9938822214658 ,  499.993909719341 ,  499.9939352744252 ,  499.9939582026087 ,  499.9939778844615 ,  499.9939937839189 ,  499.99400546494746 ,  499.9940126054637 ,  499.99401500784154 ,  499.9940126054637 ,  499.99400546494746 ,  499.99399378391877 ,  499.9939778844615 ,  499.99395820260884 ,  499.9939352744252 ,  499.993909719341 ,  499.9938822214657 ,  499.9938535096237 ,  499.99382433684514 ,  499.9937954599852 ,  499.9937676200759 ,  499.99374152390976 ,  499.9937178272405 ,  499.9936971198747 ,  499.99367991282884 ,  499.99366662763555 ,  499.9936575878305 ,  499.99365301260605 ,  499.99365301260605 , 
57 ,  499.9935829305705 ,  499.9935829305705 ,  499.9935872509128 ,  499.99359578599 ,  499.9936083266996 ,  499.99362456467475 ,  499.9936440986344 ,  499.99366644284623 ,  499.9936910376698 ,  499.9937172621103 ,  499.9937444482514 ,  499.99377189736265 ,  499.99379889739566 ,  499.99382474148047 ,  499.9938487469526 ,  499.9938702743548 ,  499.99388874579904 ,  499.9939036620407 ,  499.9939146176039 ,  499.9939213133389 ,  499.9939235658485 ,  499.9939213133389 ,  499.9939146176039 ,  499.9939036620408 ,  499.99388874579904 ,  499.9938702743548 ,  499.9938487469526 ,  499.99382474148035 ,  499.99379889739544 ,  499.9937718973624 ,  499.99374444825116 ,  499.99371726211007 ,  499.9936910376696 ,  499.993666442846 ,  499.99364409863415 ,  499.9936245646745 ,  499.99360832669936 ,  499.9935957859898 ,  499.9935872509127 ,  499.99358293057026 ,  499.99358293057026 , 
58 ,  499.99353590237286 ,  499.99353590237286 ,  499.99354005501107 ,  499.99354825805324 ,  499.9935603091492 ,  499.99357591006606 ,  499.99359467302384 ,  499.9936161291014 ,  499.9936397386597 ,  499.99366490367913 ,  499.9936909818591 ,  499.99371730225835 ,  499.99374318217474 ,  499.99376794488694 ,  499.9937909378009 ,  499.9938115504767 ,  499.99382923196185 ,  499.99384350683295 ,  499.9938539893458 ,  499.9938603951339 ,  499.9938625499601 ,  499.9938603951339 ,  499.9938539893458 ,  499.99384350683295 ,  499.99382923196197 ,  499.9938115504767 ,  499.993790937801 ,  499.99376794488694 ,  499.99374318217474 ,  499.99371730225835 ,  499.9936909818588 ,  499.9936649036788 ,  499.99363973865945 ,  499.99361612910116 ,  499.9935946730236 ,  499.99357591006606 ,  499.9935603091492 ,  499.9935482580531 ,  499.99354005501084 ,  499.9935359023725 ,  499.9935359023725 , 
59 ,  499.99351229633226 ,  499.99351229633226 ,  499.99351636578626 ,  499.9935244041508 ,  499.9935362124577 ,  499.9935514975458 ,  499.9935698783826 ,  499.99359089443715 ,  499.99361401603517 ,  499.99363865658347 ,  499.9936641864988 ,  499.9936899486098 ,  499.99371527473136 ,  499.99373950303107 ,  499.99376199574294 ,  499.99378215671436 ,  499.9937994482377 ,  499.99381340658783 ,  499.9938236557 ,  499.9938299184523 ,  499.99383202509375 ,  499.9938299184523 ,  499.9938236556999 ,  499.99381340658783 ,  499.9937994482375 ,  499.99378215671436 ,  499.99376199574294 ,  499.99373950303107 ,  499.99371527473136 ,  499.9936899486098 ,  499.99366418649856 ,  499.99363865658336 ,  499.9936140160348 ,  499.9935908944367 ,  499.99356987838235 ,  499.9935514975457 ,  499.9935362124577 ,  499.9935244041508 ,  499.99351636578615 ,  499.993512296332 ,  499.993512296332 , 
60 ,  499.99351229633226 ,  499.99351229633226 ,  499.99351636578626 ,  499.9935244041508 ,  499.9935362124577 ,  499.9935514975458 ,  499.9935698783826 ,  499.99359089443715 ,  499.99361401603517 ,  499.99363865658347 ,  499.9936641864988 ,  499.9936899486098 ,  499.99371527473136 ,  499.99373950303107 ,  499.99376199574294 ,  499.99378215671436 ,  499.9937994482377 ,  499.99381340658783 ,  499.9938236557 ,  499.9938299184523 ,  499.99383202509375 ,  499.9938299184523 ,  499.9938236556999 ,  499.99381340658783 ,  499.9937994482375 ,  499.99378215671436 ,  499.99376199574294 ,  499.99373950303107 ,  499.99371527473136 ,  499.9936899486098 ,  499.99366418649856 ,  499.99363865658336 ,  499.9936140160348 ,  499.9935908944367 ,  499.99356987838235 ,  499.9935514975457 ,  499.9935362124577 ,  499.9935244041508 ,  499.99351636578615 ,  499.993512296332 ,  499.993512296332 , 

t = 24000 ,  0 ,  1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ,  11 ,  12 ,  13 ,  14 ,  15 ,  16 ,  17 ,  18 ,  19 ,  20 ,  21 ,  22 ,  23 ,  24 ,  25 ,  26 ,  27 ,  28 ,  29 ,  30 ,  31 ,  32 ,  33 ,  34 ,  35 ,  36 ,  37 ,  38 ,  39 ,  40 , 
0 ,  499.99606196858804 ,  499.99606196858804 ,  499.9960644387437 ,  499.9960693180251 ,  499.99607648565893 ,  499.9960857636963 ,  499.99609692085073 ,  499.99610967758053 ,  499.9961237123737 ,  499.99613866916866 ,  499.9961541658088 ,  499.99616980339147 ,  499.99618517632894 ,  499.9961998828894 ,  499.9962135359492 ,  499.99622577364426 ,  499.99623626958623 ,  499.9962447422945 ,  499.99625096349814 ,  499.9962547649843 ,  499.9962560437141 ,  499.9962547649843 ,  499.99625096349814 ,  499.9962447422945 ,  499.99623626958623 ,  499.99622577364414 ,  499.9962135359491 ,  499.9961998828894 ,  499.99618517632894 ,  499.9961698033916 ,  499.9961541658088 ,  499.9961386691688 ,  499.9961237123739 ,  499.99610967758053 ,  499.99609692085073 ,  499.9960857636963 ,  499.99607648565893 ,  499.9960693180251 ,  499.9960644387438 ,  499.99606196858826 ,  499.99606196858826 , 
1 ,  499.99606196858804 ,  499.99606196858804 ,  499.9960644387437 ,  499.9960693180251 ,  499.99607648565893 ,  499.9960857636963 ,  499.99609692085073 ,  499.99610967758053 ,  499.9961237123737 ,  499.99613866916866 ,  499.9961541658088 ,  499.99616980339147 ,  499.99618517632894 ,  499.9961998828894 ,  499.9962135359492 ,  499.99622577364426 ,  499.99623626958623 ,  499.9962447422945 ,  499.99625096349814 ,  499.9962547649843 ,  499.9962560437141 ,  499.9962547649843 ,  499.99625096349814 ,  499.9962447422945 ,  499.99623626958623 ,  499.99622577364414 ,  499.9962135359491 ,  499.9961998828894 ,  499.99618517632894 ,  499.9961698033916 ,  499.9961541658088 ,  499.9961386691688 ,  499.9961237123739 ,  499.99610967758053 ,  499.99609692085073 ,  499.9960857636963 ,  499.99607648565893 ,  499.9960693180251 ,  499.9960644387438 ,  499.99606196858826 ,  499.99606196858826 , 
2 ,  499.99607629743764 ,  499.99607629743764 ,  499.99607881808595 ,  499.9960837973266 ,  499.99609111233315 ,  499.9961005820785 ,  499.9961119711802 ,  499.9961249950036 ,  499.9961393259882 ,  499.9961546011366 ,  499.9961704305731 ,  499.9961864070365 ,  499.99620211612705 ,  499.9962171470753 ,  499.9962311037575 ,  499.99624361563656 ,  499.9962543482852 ,  499.9962630131215 ,  499.9962693759992 ,  499.9962732643078 ,  499.99627457228576 ,  499.9962732643079 ,  499.9962693759992 ,  499.9962630131215 ,  499.9962543482852 ,  499.99624361563656 ,  499.9962311037575 ,  499.9962171470753 ,  499.99620211612694 ,  499.99618640703636 ,  499.996170430573 ,  499.9961546011367 ,  499.99613932598834 ,  499.9961249950036 ,  499.9961119711802 ,  499.9961005820785 ,  499.99609111233303 ,  499.9960837973267 ,  499.99607881808606 ,  499.99607629743764 ,  499.99607629743764 , 
3 ,  499.99610484351956 ,  499.99610484351956 ,  499.9961074659642 ,  499.9961126467497 ,  499.99612025895146 ,  499.99613011539054 ,  499.9961419724899 ,  499.99615553541025 ,  499.9961704644502 ,  499.99618638266656 ,  499.9962028846344 ,  499.9962195462251 ,  499.99623593522574 ,  499.9962516225662 ,  499.9962661938705 ,  499.9962792609879 ,  499.99629047314124 ,  499.996299527289 ,  499.9963061773078 ,  499.99631024161397 ,  499.99631160888566 ,  499.9963102416141 ,  499.9963061773078 ,  499.996299527289 ,  499.99629047314124 ,  499.9962792609879 ,  499.9962661938705 ,  499.9962516225663 ,  499.99623593522574 ,  499.9962195462251 ,  499.9962028846344 ,  499.99618638266656 ,  499.9961704644503 ,  499.99615553541025 ,  499.99614197249 ,  499.99613011539054 ,  499.99612025895146 ,  499.9961126467498 ,  499.9961074659643 ,  499.99610484351945 ,  499.99610484351945 , 
4 ,  499.99614738326454 ,  499.99614738326454 ,  499.9961501604223 ,  499.99615564757744 ,  499.9961637116801 ,  499.9961741563445 ,  499.99618672570045 ,  499.9962011095615 ,  499.99621694991527 ,  499.99623384872007 ,  499.99625137695307 ,  499.99626908480855 ,  499.9962865128757 ,  499.99630320406595 ,  499.99631871598353 ,  499.9963326333743 ,  499.9963445802447 ,  499.99635423120367 ,  499.99636132157934 ,  499.9963656558675 ,  499.99636711410915 ,  499.9963656558675 ,  499.99636132157957 ,  499.99635423120367 ,  499.99634458024457 ,  499.9963326333743 ,  499.99631871598353 ,  499.9963032040662 ,  499.9962865128757 ,  499.99626908480855 ,  499.99625137695307 ,  499.99623384872007 ,  499.9962169499154 ,  499.9962011095615 ,  499.99618672570045 ,  499.9961741563445 ,  499.9961637116801 ,  499.9961556475773 ,  499.9961501604222 ,  499.9961473832643 ,  499.9961473832643 , 
5 ,  499.99620358049174 ,  499.99620358049174 ,  499.99620656767627 ,  499.9962124708434 ,  499.9962211488329 ,  499.9962323930373 ,  499.99624593121735 ,  499.9962614326723 ,  499.99627851480955 ,  499.9962967511374 ,  499.99631568066934 ,  499.9963348186611 ,  499.9963536685382 ,  499.99637173477254 ,  499.99638853638567 ,  499.9964036206742 ,  499.99641657668883 ,  499.9964270479618 ,  499.9964347439525 ,  499.99643944969193 ,  499.9964410331198 ,  499.99643944969205 ,  499.9964347439527 ,  499.9964270479617 ,  499.99641657668883 ,  499.9964036206742 ,  499.99638853638567 ,  499.9963717347724 ,  499.9963536685382 ,  499.9963348186611 ,  499.99631568066945 ,  499.9962967511376 ,  499.99627851480955 ,  499.9962614326723 ,  499.99624593121735 ,  499.9962323930373 ,  499.9962211488329 ,  499.99621247084326 ,  499.99620656767615 ,  499.9962035804915 ,  499.9962035804915 , 
6 ,  499.99627298544624 ,  499.99627298544624 ,  499.9962762411169 ,  499.99628267627395 ,  499.9962921397389 ,  499.9963044077567 ,  499.9963191877098 ,  499.99633612322464 ,  499.9963548007669 ,  499.9963747578123 ,  499.99639549263634 ,  499.99641647569933 ,  499.996437162504 ,  499.9964570076928 ,  499.99647548003236 ,  499.99649207782045 ,  499.99650634417935 ,  499.9965178816374 ,  499.99652636538315 ,  499.99653155455997 ,  499.9965333009634 ,  499.9965315545601 ,  499.99652636538326 ,  499.9965178816374 ,  499.99650634417947 ,  499.99649207782056 ,  499.99647548003236 ,  499.9964570076927 ,  499.996437162504 ,  499.99641647569945 ,  499.99639549263634 ,  499.9963747578124 ,  499.996354800767 ,  499.99633612322464 ,  499.99631918771 ,  499.99630440775684 ,  499.9962921397391 ,  499.99628267627384 ,  499.9962762411167 ,  499.996272985446 ,  499.996272985446 , 
7 ,  499.99635503357126 ,  499.99635503357126 ,  499.996358620024 ,  499.99636571089843 ,  499.9963761432249 ,  499.99638967533974 ,  499.9964059903905 ,  499.99642470125536 ,  499.9964453570517 ,  499.99646745140524 ,  499.99649043261013 ,  499.9965137157312 ,  499.9965366965739 ,  499.996558767295 ,  499.99657933326273 ,  499.9965978306252 ,  499.9966137439418 ,  499.9966266231788 ,  499.9966360993467 ,  499.9966418980289 ,  499.99664384999096 ,  499.9966418980289 ,  499.9966360993467 ,  499.9966266231788 ,  499.9966137439419 ,  499.9965978306252 ,  499.99657933326284 ,  499.996558767295 ,  499.996536696574 ,  499.9965137157312 ,  499.99649043261024 ,  499.99646745140535 ,  499.9964453570517 ,  499.99642470125536 ,  499.9964059903907 ,  499.99638967533997 ,  499.9963761432249 ,  499.9963657108983 ,  499.996358620024 ,  499.99635503357115 ,  499.99635503357115 , 
8 ,  499.99644904408103 ,  499.99644904408103 ,  499.9964530280479 ,  499.9964609073604 ,  499.99647250570956 ,  499.9964875610483 ,  499.9965057287211 ,  499.996526586001 ,  499.99654963831154 ,  499.9965743274279 ,  499.9966000419147 ,  499.99662612996667 ,  499.99665191465795 ,  499.99667671139287 ,  499.99669984710965 ,  499.9967206805802 ,  499.9967386230046 ,  499.9967531580694 ,  499.99676386065255 ,  499.996770413338 ,  499.996772619736 ,  499.9967704133379 ,  499.99676386065244 ,  499.9967531580694 ,  499.9967386230046 ,  499.9967206805802 ,  499.99669984710977 ,  499.99667671139287 ,  499.99665191465806 ,  499.9966261299668 ,  499.9966000419149 ,  499.9965743274281 ,  499.99654963831165 ,  499.9965265860012 ,  499.99650572872133 ,  499.9964875610483 ,  499.99647250570956 ,  499.9964609073604 ,  499.9964530280479 ,  499.9964490440809 ,  499.9964490440809 , 
9 ,  499.99655421842795 ,  499.99655421842795 ,  499.99655867153524 ,  499.996567481983 ,  499.99658045892465 ,  499.99659731791905 ,  499.9966176834413 ,  499.9966410927386 ,  499.99666700145053 ,  499.9966947914453 ,  499.9967237813256 ,  499.9967532399469 ,  499.9967824030891 ,  499.9968104931204 ,  499.9968367411218 ,  499.99686041062773 ,  499.9968808219335 ,  499.9968973759444 ,  499.99690957670316 ,  499.99691705182886 ,  499.99691956975994 ,  499.99691705182886 ,  499.99690957670305 ,  499.9968973759444 ,  499.9968808219337 ,  499.99686041062796 ,  499.9968367411218 ,  499.9968104931204 ,  499.99678240308936 ,  499.996753239947 ,  499.99672378132595 ,  499.9966947914454 ,  499.99666700145076 ,  499.99664109273886 ,  499.9966176834414 ,  499.99659731791917 ,  499.99658045892465 ,  499.996567481983 ,  499.9965586715351 ,  499.99655421842783 ,  499.99655421842783 , 
10 ,  499.9966696388144 ,  499.9966696388144 ,  499.9966746378328 ,  499.9966845326787 ,  499.99669911729586 ,  499.996718083554 ,  499.9967410228014 ,  499.9967674286173 ,  499.9967967013397 ,  499.99682815506253 ,  499.99686102781504 ,  499.9968944955592 ,  499.99692769037983 ,  499.9969597227981 ,  499.99698970758004 ,  499.99701679185614 ,  499.99704018406715 ,  499.9970591823637 ,  499.9970732016325 ,  499.9970817988726 ,  499.9970846962635 ,  499.9970817988726 ,  499.9970732016325 ,  499.9970591823637 ,  499.99704018406715 ,  499.99701679185614 ,  499.99698970758004 ,  499.99695972279824 ,  499.99692769038006 ,  499.99689449555933 ,  499.99686102781516 ,  499.99682815506264 ,  499.99679670134014 ,  499.99676742861743 ,  499.99674102280164 ,  499.996718083554 ,  499.99669911729586 ,  499.9966845326787 ,  499.9966746378327 ,  499.9966696388144 ,  499.9966696388144 , 
11 ,  499.996794266965 ,  499.996794266965 ,  499.9967998937599 ,  499.9968110368509 ,  499.9968274750581 ,  499.99684887632407 ,  499.9968747978635 ,  499.996904687216 ,  499.9969378849827 ,  499.9969736302279 ,  499.9970110696602 ,  499.9970492716752 ,  499.997087246049 ,  499.99712396944346 ,  499.9971584159647 ,  499.99718959103325 ,  499.99721656621114 ,  499.99723851286376 ,  499.9972547338391 ,  499.9972646943397 ,  499.99726805376326 ,  499.9972646943397 ,  499.9972547338391 ,  499.99723851286376 ,  499.99721656621114 ,  499.997189591033 ,  499.9971584159647 ,  499.99712396944346 ,  499.997087246049 ,  499.9970492716752 ,  499.9970110696603 ,  499.996973630228 ,  499.9969378849829 ,  499.9969046872162 ,  499.9968747978635 ,  499.99684887632407 ,  499.9968274750581 ,  499.996811036851 ,  499.9967998937599 ,  499.996794266965 ,  499.996794266965 , 
12 ,  499.9969269434596 ,  499.9969269434596 ,  499.99693328452645 ,  499.99694584950817 ,  499.9969644032399 ,  499.9969885910049 ,  499.9970179367193 ,  499.99705184150434 ,  499.99708958363453 ,  499.9971303212101 ,  499.99717309921607 ,  499.9972168627621 ,  499.99726047803483 ,  499.99730276164325 ,  499.9973425175399 ,  499.9973785788509 ,  499.9974098505593 ,  499.9974353490984 ,  499.99745423738204 ,  499.9974658592555 ,  499.99746978415055 ,  499.9974658592555 ,  499.99745423738204 ,  499.9974353490984 ,  499.99740985055917 ,  499.9973785788509 ,  499.9973425175399 ,  499.99730276164337 ,  499.99726047803483 ,  499.99721686276223 ,  499.9971730992162 ,  499.9971303212101 ,  499.99708958363476 ,  499.9970518415046 ,  499.99701793671943 ,  499.996988591005 ,  499.9969644032401 ,  499.9969458495084 ,  499.99693328452645 ,  499.9969269434596 ,  499.9969269434596 , 
13 ,  499.9970663880497 ,  499.9970663880497 ,  499.9970735334904 ,  499.99708770192774 ,  499.9971086467533 ,  499.99713599392 ,  499.9971692375043 ,  499.9972077348152 ,  499.99725070220666 ,  499.9972972133472 ,  499.99734620233346 ,  499.9973964745361 ,  499.9974467280424 ,  499.9974955875375 ,  499.9975416500914 ,  499.9975835388299 ,  499.997619957235 ,  499.99764973597485 ,  499.99767186714644 ,  499.9976855313844 ,  499.99769015781976 ,  499.9976855313844 ,  499.99767186714644 ,  499.99764973597485 ,  499.997619957235 ,  499.99758353883 ,  499.9975416500914 ,  499.9974955875375 ,  499.9974467280424 ,  499.99739647453634 ,  499.9973462023336 ,  499.99729721334734 ,  499.9972507022069 ,  499.99720773481545 ,  499.9971692375045 ,  499.9971359939202 ,  499.99710864675376 ,  499.99708770192797 ,  499.9970735334905 ,  499.9970663880499 ,  499.9970663880499 , 
14 ,  499.99721120151344 ,  499.99721120151344 ,  499.9972192432904 ,  499.99723520135194 ,  499.9972588219714 ,  499.99728971780405 ,  499.9973273601379 ,  499.9973710693971 ,  499.9974200050897 ,  499.9974731572896 ,  499.997529342906 ,  499.997587211225 ,  499.9976452639062 ,  499.9977018937914 ,  499.9977554433815 ,  499.9978042773748 ,  499.9978468564535 ,  499.9978817962657 ,  499.99790789528276 ,  499.9979241144647 ,  499.9979296377726 ,  499.9979241144647 ,  499.99790789528276 ,  499.9978817962657 ,  499.99784685645363 ,  499.9978042773748 ,  499.9977554433815 ,  499.9977018937914 ,  499.9976452639064 ,  499.9975872112252 ,  499.9975293429061 ,  499.99747315728985 ,  499.9974200050899 ,  499.9973710693972 ,  499.9973273601381 ,  499.99728971780416 ,  499.9972588219716 ,  499.99723520135217 ,  499.9972192432906 ,  499.99721120151366 ,  499.99721120151366 , 
