t = 0 ,  0 ,  1 ,  2 ,  3 ,  4 ,  5 ,  6 ,  7 ,  8 ,  9 ,  10 ,  11 ,  12 ,  13 ,  14 ,  15 ,  16 ,  17 ,  18 ,  19 ,  20 ,  21 ,  22 ,  23 ,  24 ,  25 ,  26 ,  27 ,  28 ,  29 ,  30 ,  31 ,  32 ,  33 ,  34 ,  35 ,  36 ,  37 ,  38 ,  39 ,  40 , 
15 ,  499.9973598697636 ,  499.9973598697636 ,  499.9973688990641 ,  499.99738683240184 ,  499.99741341539857 ,  499.99744825681216 ,  499.9974908168955 ,  499.99754039213826 ,  499.99759609730654 ,  499.99765684691806 ,  499.9977213401994 ,  499.99778805611834 ,  499.99785526748997 ,  499.99792108368945 ,  499.9979835271837 ,  499.9980406374318 ,  499.99809057990115 ,  499.99813173326584 ,  499.9981627278346 ,  499.9981822488112 ,  499.9981889961715 ,  499.9981822488113 ,  499.99816272783437 ,  499.99813173326584 ,  499.99809057990115 ,  499.9980406374318 ,  499.9979835271836 ,  499.99792108368945 ,  499.99785526748997 ,  499.99778805611845 ,  499.99772134019963 ,  499.9976568469183 ,  499.99759609730677 ,  499.9975403921384 ,  499.99749081689583 ,  499.9974482568123 ,  499.9974134153988 ,  499.9973868324023 ,  499.99736889906444 ,  499.99735986976395 ,  499.99735986976395 , 
16 ,  499.99751077108203 ,  499.99751077108203 ,  499.99752087465174 ,  499.99754096114316 ,  499.99757078436073 ,  499.99760996247437 ,  499.9976579622635 ,  499.9977140772429 ,  499.9977773997407 ,  499.9978467883884 ,  499.9979208352495 ,  499.9979978413537 ,  499.99807581532764 ,  499.9981525146137 ,  499.9982255461787 ,  499.99829252359154 ,  499.99835123773084 ,  499.9983997987856 ,  499.9984368714838 ,  499.998460911007 ,  499.99846957474006 ,  499.9984609110071 ,  499.9984368714838 ,  499.9983997987856 ,  499.99835123773073 ,  499.99829252359143 ,  499.9982255461787 ,  499.9981525146136 ,  499.99807581532764 ,  499.99799784135394 ,  499.9979208352497 ,  499.99784678838864 ,  499.9977773997408 ,  499.99771407724324 ,  499.9976579622637 ,  499.9976099624746 ,  499.99757078436096 ,  499.9975409611435 ,  499.99752087465197 ,  499.99751077108215 ,  499.99751077108215 , 
17 ,  499.9976621874787 ,  499.9976621874787 ,  499.99767344286556 ,  499.99769584302067 ,  499.9977291610676 ,  499.99777304197437 ,  499.9978269831955 ,  499.99789030620616 ,  499.9979621172779 ,  499.99804125689775 ,  499.99812624043716 ,  499.99821519960517 ,  499.99830584611345 ,  499.9983954943327 ,  499.99848118885893 ,  499.99855995684254 ,  499.99862908199816 ,  499.9986861788616 ,  499.99873071636125 ,  499.9987615144978 ,  499.9987740093218 ,  499.9987615144977 ,  499.99873071636114 ,  499.9986861788616 ,  499.99862908199805 ,  499.9985599568424 ,  499.99848118885893 ,  499.9983954943327 ,  499.99830584611345 ,  499.9982151996053 ,  499.9981262404373 ,  499.998041256898 ,  499.9979621172781 ,  499.9978903062064 ,  499.99782698319564 ,  499.9977730419746 ,  499.9977291610678 ,  499.997695843021 ,  499.9976734428658 ,  499.9976621874789 ,  499.9976621874789 , 
18 ,  499.9978123212185 ,  499.9978123212185 ,  499.9978247910276 ,  499.99784963616776 ,  499.99788666194627 ,  499.9979355610029 ,  499.9979958920766 ,  499.9980670467205 ,  499.99814819954486 ,  499.9982382371693 ,  499.998335663151 ,  499.99843848418607 ,  499.99854410217415 ,  499.99864927230647 ,  499.9987502370843 ,  499.9988431759126 ,  499.9989248026718 ,  499.99899072284984 ,  499.9990437151606 ,  499.99908570447906 ,  499.9991086634294 ,  499.99908570447906 ,  499.9990437151606 ,  499.99899072284984 ,  499.9989248026718 ,  499.9988431759126 ,  499.9987502370843 ,  499.9986492723066 ,  499.99854410217426 ,  499.9984384841862 ,  499.99833566315124 ,  499.9982382371694 ,  499.9981481995452 ,  499.99806704672073 ,  499.9979958920767 ,  499.99793556100303 ,  499.9978866619464 ,  499.99784963616776 ,  499.9978247910277 ,  499.9978123212186 ,  499.9978123212186 , 
19 ,  499.9979593174328 ,  499.9979593174328 ,  499.99797304294816 ,  499.9980004217805 ,  499.9980413047051 ,  499.9980954545773 ,  499.9981625265874 ,  499.9982420347203 ,  499.99833329649346 ,  499.9984353444786 ,  499.9985467906034 ,  499.9986656329878 ,  499.99878901671536 ,  499.9989130176202 ,  499.99903264254567 ,  499.9991426418759 ,  499.9992408165442 ,  499.99931250011787 ,  499.9993717963084 ,  499.9994328250651 ,  499.9994930377352 ,  499.9994328250651 ,  499.9993717963084 ,  499.99931250011787 ,  499.9992408165442 ,  499.9991426418759 ,  499.9990326425458 ,  499.99891301762045 ,  499.9987890167156 ,  499.9986656329879 ,  499.99854679060377 ,  499.9984353444788 ,  499.9983332964938 ,  499.99824203472053 ,  499.9981625265875 ,  499.9980954545774 ,  499.9980413047052 ,  499.9980004217806 ,  499.9979730429483 ,  499.997959317433 ,  499.997959317433 , 
20 ,  499.99810129335356 ,  499.99810129335356 ,  499.9981162882227 ,  499.9981462331782 ,  499.9981910359936 ,  499.99825055049655 ,  499.9983245633399 ,  499.9984127682751 ,  499.9985147171177 ,  499.99862972821563 ,  499.99875672095277 ,  499.9988939326397 ,  499.9990384799379 ,  499.9991857758047 ,  499.9993288001922 ,  499.999457589852 ,  499.99958656006515 ,  499.9996495975322 ,  499.9997008247054 ,  499.9997831812143 ,  500.0 ,  499.9997831812143 ,  499.9997008247054 ,  499.9996495975322 ,  499.99958656006515 ,  499.9994575898518 ,  499.9993288001922 ,  499.9991857758048 ,  499.999038479938 ,  499.99889393263993 ,  499.998756720953 ,  499.99862972821586 ,  499.9985147171179 ,  499.99841276827533 ,  499.99832456334 ,  499.99825055049666 ,  499.99819103599384 ,  499.99814623317843 ,  499.99811628822295 ,  499.9981012933538 ,  499.9981012933538 , 
21 ,  499.9982363739805 ,  499.9982363739805 ,  499.99825261902095 ,  499.9982850945855 ,  499.99833377234245 ,  499.9983986109437 ,  499.99847955514224 ,  499.9985765287962 ,  499.9986894114629 ,  499.99881797567105 ,  499.9989617359797 ,  499.9991196149849 ,  499.9992892962806 ,  499.9994662788167 ,  499.99964205579636 ,  499.99977467110796 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99977467110784 ,  499.99964205579636 ,  499.9994662788167 ,  499.9992892962807 ,  499.99911961498503 ,  499.99896173597995 ,  499.9988179756713 ,  499.99868941146315 ,  499.99857652879643 ,  499.99847955514235 ,  499.9983986109439 ,  499.9983337723427 ,  499.99828509458575 ,  499.99825261902106 ,  499.99823637398094 ,  499.99823637398094 , 
22 ,  499.99836273291066 ,  499.99836273291066 ,  499.9983801733397 ,  499.9984150693093 ,  499.9984674557046 ,  499.99853739706055 ,  499.9986250034606 ,  499.99873045260244 ,  499.99885401502536 ,  499.9989960693505 ,  499.9991570613763 ,  499.9993372506192 ,  499.9995358431297 ,  499.9997502641535 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9997502641536 ,  499.9995358431297 ,  499.9993372506193 ,  499.99915706137654 ,  499.9989960693506 ,  499.9988540150255 ,  499.9987304526028 ,  499.9986250034608 ,  499.9985373970608 ,  499.9984674557047 ,  499.99841506930943 ,  499.9983801733398 ,  499.9983627329109 ,  499.9983627329109 , 
23 ,  499.99847863572813 ,  499.99847863572813 ,  499.9984971820363 ,  499.998534314665 ,  499.9985901216919 ,  499.998664757361 ,  499.99875847454985 ,  499.9988716788116 ,  499.9990050152719 ,  499.9991595079347 ,  499.99933678539537 ,  499.9995393101675 ,  499.99976854148326 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99976854148326 ,  499.9995393101675 ,  499.9993367853956 ,  499.9991595079348 ,  499.99900501527213 ,  499.99887167881195 ,  499.99875847454996 ,  499.9986647573612 ,  499.998590121692 ,  499.9985343146651 ,  499.9984971820363 ,  499.99847863572836 ,  499.99847863572836 , 
24 ,  499.9985824821315 ,  499.9985824821315 ,  499.9986020151906 ,  499.99864113799913 ,  499.99869997334974 ,  499.99877873207083 ,  499.99887775471234 ,  499.9989975860583 ,  499.99913910375994 ,  499.9993037471238 ,  499.9994940912695 ,  499.99971662840017 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99971662840017 ,  499.9994940912695 ,  499.9993037471238 ,  499.99913910376017 ,  499.9989975860584 ,  499.99887775471245 ,  499.99877873207106 ,  499.9986999733501 ,  499.99864113799924 ,  499.9986020151907 ,  499.9985824821315 ,  499.9985824821315 , 
25 ,  499.99867284237735 ,  499.99867284237735 ,  499.9986932221724 ,  499.99873404547657 ,  499.9987954473406 ,  499.99887765259143 ,  499.9989810134873 ,  499.9991060830846 ,  499.99925373902965 ,  499.999425255633 ,  499.9996213622828 ,  499.9998343209809 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9998343209809 ,  499.9996213622828 ,  499.9994252556331 ,  499.99925373902965 ,  499.9991060830847 ,  499.9989810134873 ,  499.99887765259155 ,  499.99879544734074 ,  499.9987340454767 ,  499.9986932221725 ,  499.99867284237735 ,  499.99867284237735 , 
26 ,  499.9987484842678 ,  499.9987484842678 ,  499.9987695601478 ,  499.9988117747514 ,  499.99887525637155 ,  499.9989602052192 ,  499.999066910392 ,  499.9991958070683 ,  499.9993476970692 ,  499.99952462586225 ,  499.999733396455 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.999733396455 ,  499.99952462586225 ,  499.9993476970693 ,  499.9991958070684 ,  499.999066910392 ,  499.9989602052192 ,  499.99887525637155 ,  499.9988117747514 ,  499.9987695601478 ,  499.99874848426794 ,  499.99874848426794 , 
27 ,  499.9988083890421 ,  499.9988083890421 ,  499.9988300082566 ,  499.9988733057862 ,  499.9989383961489 ,  499.99902543711823 ,  499.99913459620234 ,  499.99926596828413 ,  499.99941939893506 ,  499.99959418216076 ,  499.9997887349623 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9997887349623 ,  499.99959418216076 ,  499.9994193989353 ,  499.99926596828436 ,  499.99913459620245 ,  499.99902543711823 ,  499.9989383961489 ,  499.99887330578633 ,  499.99883000825673 ,  499.9988083890423 ,  499.9988083890423 , 
28 ,  499.9988517578213 ,  499.9988517578213 ,  499.998873769046 ,  499.9989178502832 ,  499.99898411394975 ,  499.9990727082302 ,  499.9991837606872 ,  499.9993172021915 ,  499.99947222497667 ,  499.99964570003624 ,  499.99982826245537 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9998282624555 ,  499.99964570003635 ,  499.99947222497667 ,  499.9993172021916 ,  499.9991837606873 ,  499.9990727082302 ,  499.99898411394986 ,  499.99891785028353 ,  499.9988737690461 ,  499.9988517578215 ,  499.9988517578215 , 
29 ,  499.99887801359125 ,  499.99887801359125 ,  499.9989002641414 ,  499.99894482862646 ,  499.99901183474196 ,  499.9991014768418 ,  499.9992140180698 ,  499.999349767523 ,  499.99950885014596 ,  499.9996896419383 ,  499.9998793474274 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9998793474274 ,  499.9996896419384 ,  499.99950885014596 ,  499.999349767523 ,  499.9992140180698 ,  499.99910147684204 ,  499.9990118347422 ,  499.9989448286266 ,  499.99890026414164 ,  499.99887801359137 ,  499.99887801359137 , 
30 ,  499.9988868050234 ,  499.9988868050234 ,  499.99890913659726 ,  499.9989538665293 ,  499.9990211349034 ,  499.99911117928013 ,  499.999224420098 ,  499.99936177347126 ,  499.99952586131144 ,  499.9997259940808 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9997259940808 ,  499.9995258613113 ,  499.99936177347126 ,  499.999224420098 ,  499.99911117928013 ,  499.9990211349034 ,  499.9989538665295 ,  499.9989091365974 ,  499.9988868050235 ,  499.9988868050235 , 
31 ,  499.99887801359137 ,  499.99887801359137 ,  499.9989002641414 ,  499.99894482862646 ,  499.9990118347421 ,  499.99910147684204 ,  499.9992140180698 ,  499.999349767523 ,  499.99950885014596 ,  499.9996896419383 ,  499.9998793474274 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9998793474274 ,  499.9996896419384 ,  499.99950885014596 ,  499.999349767523 ,  499.9992140180698 ,  499.99910147684204 ,  499.9990118347422 ,  499.9989448286266 ,  499.99890026414164 ,  499.99887801359137 ,  499.99887801359137 , 
32 ,  499.9988517578215 ,  499.9988517578215 ,  499.998873769046 ,  499.9989178502833 ,  499.99898411394986 ,  499.9990727082302 ,  499.9991837606874 ,  499.9993172021917 ,  499.99947222497667 ,  499.99964570003635 ,  499.9998282624556 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9998282624555 ,  499.99964570003624 ,  499.99947222497656 ,  499.9993172021915 ,  499.9991837606872 ,  499.9990727082302 ,  499.99898411394986 ,  499.99891785028353 ,  499.9988737690461 ,  499.9988517578215 ,  499.9988517578215 , 
33 ,  499.9988083890422 ,  499.9988083890422 ,  499.9988300082566 ,  499.9988733057862 ,  499.9989383961489 ,  499.99902543711835 ,  499.99913459620245 ,  499.99926596828436 ,  499.9994193989353 ,  499.99959418216076 ,  499.9997887349623 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9997887349623 ,  499.99959418216076 ,  499.99941939893506 ,  499.99926596828413 ,  499.99913459620234 ,  499.99902543711846 ,  499.9989383961489 ,  499.99887330578633 ,  499.99883000825673 ,  499.9988083890423 ,  499.9988083890423 , 
34 ,  499.99874848426794 ,  499.99874848426794 ,  499.9987695601478 ,  499.9988117747514 ,  499.99887525637155 ,  499.9989602052192 ,  499.999066910392 ,  499.9991958070684 ,  499.9993476970692 ,  499.99952462586225 ,  499.999733396455 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.999733396455 ,  499.99952462586225 ,  499.9993476970692 ,  499.9991958070684 ,  499.999066910392 ,  499.9989602052192 ,  499.99887525637155 ,  499.9988117747514 ,  499.9987695601478 ,  499.99874848426794 ,  499.99874848426794 , 
35 ,  499.99867284237735 ,  499.99867284237735 ,  499.9986932221725 ,  499.99873404547657 ,  499.9987954473406 ,  499.99887765259143 ,  499.9989810134873 ,  499.9991060830847 ,  499.99925373902965 ,  499.999425255633 ,  499.9996213622828 ,  499.9998343209809 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9998343209809 ,  499.9996213622828 ,  499.9994252556331 ,  499.99925373902965 ,  499.9991060830847 ,  499.9989810134872 ,  499.9988776525913 ,  499.9987954473406 ,  499.9987340454767 ,  499.9986932221725 ,  499.99867284237735 ,  499.99867284237735 , 
36 ,  499.9985824821315 ,  499.9985824821315 ,  499.9986020151906 ,  499.99864113799913 ,  499.99869997334974 ,  499.99877873207083 ,  499.99887775471234 ,  499.9989975860583 ,  499.99913910375994 ,  499.9993037471238 ,  499.9994940912695 ,  499.99971662840017 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99971662840017 ,  499.9994940912694 ,  499.9993037471238 ,  499.99913910376017 ,  499.9989975860583 ,  499.99887775471234 ,  499.99877873207083 ,  499.99869997334974 ,  499.99864113799913 ,  499.9986020151906 ,  499.9985824821315 ,  499.9985824821315 , 
37 ,  499.99847863572813 ,  499.99847863572813 ,  499.9984971820363 ,  499.998534314665 ,  499.9985901216919 ,  499.998664757361 ,  499.99875847454985 ,  499.9988716788117 ,  499.99900501527213 ,  499.9991595079347 ,  499.9993367853956 ,  499.9995393101676 ,  499.99976854148326 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99976854148326 ,  499.9995393101675 ,  499.99933678539537 ,  499.99915950793456 ,  499.9990050152719 ,  499.9988716788116 ,  499.99875847454985 ,  499.9986647573611 ,  499.9985901216919 ,  499.998534314665 ,  499.9984971820363 ,  499.99847863572813 ,  499.99847863572813 , 
38 ,  499.99836273291066 ,  499.99836273291066 ,  499.9983801733397 ,  499.9984150693092 ,  499.9984674557045 ,  499.99853739706055 ,  499.9986250034606 ,  499.99873045260256 ,  499.9988540150255 ,  499.9989960693506 ,  499.99915706137654 ,  499.9993372506194 ,  499.9995358431297 ,  499.9997502641536 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.9997502641536 ,  499.9995358431297 ,  499.9993372506192 ,  499.9991570613763 ,  499.99899606935037 ,  499.9988540150255 ,  499.99873045260256 ,  499.9986250034606 ,  499.99853739706055 ,  499.9984674557045 ,  499.9984150693092 ,  499.9983801733397 ,  499.99836273291055 ,  499.99836273291055 , 
39 ,  499.9982363739807 ,  499.9982363739807 ,  499.99825261902106 ,  499.9982850945855 ,  499.99833377234245 ,  499.9983986109437 ,  499.9984795551421 ,  499.9985765287962 ,  499.99868941146315 ,  499.9988179756713 ,  499.99896173597995 ,  499.9991196149849 ,  499.9992892962807 ,  499.99946627881684 ,  499.99964205579636 ,  499.99977467110796 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  500.0 ,  499.99977467110784 ,  499.99964205579624 ,  499.9994662788167 ,  499.9992892962806 ,  499.9991196149848 ,  499.9989617359797 ,  499.99881797567105 ,  499.99868941146315 ,  499.9985765287962 ,  499.99847955514224 ,  499.9983986109437 ,  499.99833377234245 ,  499.9982850945855 ,  499.99825261902106 ,  499.9982363739805 ,  499.9982363739805 , 
40 ,  499.99810129335356 ,  499.99810129335356 ,  499.9981162882227 ,  499.9981462331782 ,  499.9981910359936 ,  499.99825055049655 ,  499.9983245633398 ,  499.9984127682751 ,  499.9985147171178 ,  499.99862972821575 ,  499.998756720953 ,  499.9988939326398 ,  499.999038479938 ,  499.9991857758048 ,  499.9993288001922 ,  499.999457589852 ,  499.99958656006515 ,  499.9996495975322 ,  499.9997008247053 ,  499.9997831812143 ,  500.0 ,  499.9997831812143 ,  499.9997008247054 ,  499.9996495975322 ,  499.99958656006515 ,  499.999457589852 ,  499.9993288001922 ,  499.9991857758047 ,  499.9990384799379 ,  499.9988939326397 ,  499.9987567209529 ,  499.99862972821563 ,  499.9985147171177 ,  499.9984127682751 ,  499.9983245633398 ,  499.99825055049655 ,  499.9981910359936 ,  499.9981462331782 ,  499.9981162882227 ,  499.99810129335356 ,  499.99810129335356 , 
41 ,  499.9979593174328 ,  499.9979593174328 ,  499.9979730429483 ,  499.9980004217805 ,  499.9980413047051 ,  499.9980954545773 ,  499.9981625265874 ,  499.9982420347203 ,  499.99833329649346 ,  499.9984353444787 ,  499.99854679060354 ,  499.9986656329878 ,  499.99878901671536 ,  499.99891301762045 ,  499.99903264254544 ,  499.9991426418758 ,  499.9992408165442 ,  499.99931250011787 ,  499.9993717963084 ,  499.9994328250651 ,  499.9994930377352 ,  499.9994328250651 ,  499.9993717963084 ,  499.99931250011787 ,  499.9992408165442 ,  499.9991426418758 ,  499.99903264254556 ,  499.9989130176202 ,  499.99878901671536 ,  499.9986656329877 ,  499.99854679060354 ,  499.9984353444787 ,  499.99833329649357 ,  499.9982420347203 ,  499.9981625265874 ,  499.9980954545773 ,  499.9980413047051 ,  499.9980004217805 ,  499.99797304294816 ,  499.9979593174327 ,  499.9979593174327 , 
